REGION,CÓDIGO DANE DEL DEPARTAMENTO,DEPARTAMENTO,CÓDIGO DANE DEL MUNICIPIO,MUNICIPIO
Región Centro Oriente,54,Norte de Santander,54553,Puerto Santander
Región Centro Oriente,54,Norte de Santander,54313,Gramalote
Región Pacífico,76,Valle del Cauca,76246,El Cairo
Región Centro Oriente,54,Norte de Santander,54250,El Tarra
Región Pacífico,76,Valle del Cauca,76400,La Unión
Región Pacífico,76,Valle del Cauca,76606,Restrepo
Región Centro Oriente,54,Norte de Santander,54800,Teorama
Región Pacífico,76,Valle del Cauca,76233,Dagua
Región Centro Oriente,54,Norte de Santander,54051,Arboledas
Región Pacífico,76,Valle del Cauca,76318,Guacarí
Región Centro Oriente,54,Norte de Santander,54418,Lourdes
Región Pacífico,76,Valle del Cauca,76041,Ansermanuevo
Región Centro Oriente,54,Norte de Santander,54099,Bochalema
Región Pacífico,76,Valle del Cauca,76113,Bugalagrande
Región Centro Oriente,54,Norte de Santander,54206,Convención
Región Centro Oriente,54,Norte de Santander,54344,Hacarí
Región Pacífico,76,Valle del Cauca,76403,La Victoria
Región Centro Oriente,54,Norte de Santander,54347,Herrán
Región Pacífico,76,Valle del Cauca,76306,Ginebra
Región Pacífico,76,Valle del Cauca,76892,Yumbo
Región Pacífico,76,Valle del Cauca,76497,Obando
Región Centro Oriente,54,Norte de Santander,54810,Tibú
Región Centro Oriente,54,Norte de Santander,54673,San Cayetano
Región Centro Oriente,54,Norte de Santander,54670,San Calixto
Región Pacífico,76,Valle del Cauca,76100,Bolívar
Región Centro Oriente,54,Norte de Santander,54398,La Playa
Región Pacífico,76,Valle del Cauca,76001,Cali
Región Pacífico,76,Valle del Cauca,76670,San Pedro
Región Pacífico,76,Valle del Cauca,76111,Guadalajara de Buga
Región Centro Oriente,54,Norte de Santander,54172,Chinácota
Región Centro Oriente,54,Norte de Santander,54599,Ragonvalia
Región Centro Oriente,54,Norte de Santander,54385,La Esperanza
Región Centro Oriente,54,Norte de Santander,54874,Villa del Rosario
Región Centro Oriente,54,Norte de Santander,54174,Chitagá
Región Pacífico,76,Valle del Cauca,76126,Calima
Región Centro Oriente,54,Norte de Santander,54720,Sardinata
Región Pacífico,76,Valle del Cauca,76036,Andalucía
Región Pacífico,76,Valle del Cauca,76563,Pradera
Región Centro Oriente,54,Norte de Santander,54003,Abrego
Región Centro Oriente,54,Norte de Santander,54405,Los Patios
Región Centro Oriente,54,Norte de Santander,54498,Ocaña
Región Centro Oriente,54,Norte de Santander,54109,Bucarasica
Región Pacífico,76,Valle del Cauca,76890,Yotoco
Región Pacífico,76,Valle del Cauca,76520,Palmira
Región Pacífico,76,Valle del Cauca,76616,Riofrío
Región Centro Oriente,54,Norte de Santander,54680,Santiago
Región Pacífico,76,Valle del Cauca,76020,Alcalá
Región Pacífico,76,Valle del Cauca,76863,Versalles
Región Centro Oriente,54,Norte de Santander,54377,Labateca
Región Centro Oriente,54,Norte de Santander,54128,Cachirá
Región Centro Oriente,54,Norte de Santander,54871,Villa Caro
Región Centro Oriente,54,Norte de Santander,54239,Durania
Región Pacífico,76,Valle del Cauca,76243,El Águila
Región Pacífico,76,Valle del Cauca,76823,Toro
Región Pacífico,76,Valle del Cauca,76130,Candelaria
Región Pacífico,76,Valle del Cauca,76377,La Cumbre
Región Pacífico,76,Valle del Cauca,76845,Ulloa
Región Pacífico,76,Valle del Cauca,76828,Trujillo
Región Pacífico,76,Valle del Cauca,76869,Vijes
Región Centro Oriente,68,Santander,68176,Chimá
Región Caribe,70,Sucre,70670,Sampués
Región Llano,85,Casanare,85225,Nunchía
Región Centro Oriente,54,Norte de Santander,54518,Pamplona
Región Centro Oriente,25,Cundinamarca,25019,Albán
Región Llano,97,Vaupés,97889,Yavaraté
Región Caribe,23,Córdoba,23466,Montelíbano
Región Centro Sur,86,Putumayo,86568,Puerto Asís
Región Caribe,70,Sucre,70215,Corozal
Región Pacífico,52,Nariño,52110,Buesaco
Región Llano,85,Casanare,85139,Maní
Región Caribe,13,Bolívar,13268,El Peñón
Región Pacífico,76,Valle del Cauca,76834,Tuluá
Región Centro Sur,73,Tolima,73152,Casabianca
Región Centro Oriente,25,Cundinamarca,25040,Anolaima
Región Centro Oriente,25,Cundinamarca,25175,Chía
Región Pacífico,52,Nariño,52835,San Andrés de Tumaco
Región Centro Sur,18,Caquetá,18460,Milán
Región Centro Oriente,68,Santander,68147,Capitanejo
Región Centro Sur,73,Tolima,73043,Anzoátegui
Región Pacífico,76,Valle del Cauca,76275,Florida
Región Caribe,8,Atlántico,8606,Repelón
Región Eje Cafetero - Antioquia,5,Antioquia,5284,Frontino
Región Centro Oriente,25,Cundinamarca,25258,El Peñón
Región Centro Oriente,54,Norte de Santander,54520,Pamplonita
Región Centro Sur,91,Amazonas,91460,Miriti Paraná
Región Llano,85,Casanare,85400,Támara
Región Centro Oriente,15,Boyacá,15806,Tibasosa
Región Pacífico,19,Cauca,19517,Páez
Región Centro Sur,73,Tolima,73001,Ibagué
Región Caribe,8,Atlántico,8573,Puerto Colombia
Región Pacífico,52,Nariño,52083,Belén
Región Centro Oriente,25,Cundinamarca,25758,Sopó
Región Pacífico,27,Chocó,27150,Carmen del Darien
Región Centro Oriente,25,Cundinamarca,25299,Gama
Región Centro Oriente,25,Cundinamarca,25718,Sasaima
Región Pacífico,52,Nariño,52240,Chachagüí
Región Centro Oriente,54,Norte de Santander,54001,Cúcuta
Región Caribe,13,Bolívar,13001,Cartagena
Región Eje Cafetero - Antioquia,5,Antioquia,5313,Granada
Región Caribe,47,Magdalena,47720,Santa Bárbara de Pinto
Región Caribe,13,Bolívar,13442,María la Baja
Región Centro Sur,18,Caquetá,18410,La Montañita
Región Centro Sur,18,Caquetá,18753,San Vicente del Caguán
Región Centro Oriente,68,Santander,68250,El Peñón
Región Eje Cafetero - Antioquia,5,Antioquia,5364,Jardín
Región Pacífico,76,Valle del Cauca,76364,Jamundí
Región Pacífico,27,Chocó,27787,Tadó
Región Llano,85,Casanare,85230,Orocué
Región Centro Sur,73,Tolima,73411,Líbano
Región Centro Oriente,25,Cundinamarca,25885,Yacopí
Región Eje Cafetero - Antioquia,63,Quindío,63130,Calarcá
Región Eje Cafetero - Antioquia,5,Antioquia,5756,Sonsón
Región Centro Oriente,54,Norte de Santander,54245,El Carmen
Región Centro Sur,73,Tolima,73408,Lérida
Región Caribe,23,Córdoba,23350,La Apartada
Región Caribe,13,Bolívar,13620,San Cristóbal
Región Centro Oriente,25,Cundinamarca,25290,Fusagasugá
Región Caribe,13,Bolívar,13894,Zambrano
Región Centro Oriente,15,Boyacá,15403,La Uvita
Región Centro Oriente,25,Cundinamarca,25899,Zipaquirá
Región Eje Cafetero - Antioquia,63,Quindío,63302,Génova
Región Centro Sur,73,Tolima,73770,Suárez
Región Llano,50,Meta,50150,Castilla la Nueva
Región Centro Oriente,15,Boyacá,15087,Belén
Región Pacífico,27,Chocó,27810,Unión Panamericana
Región Caribe,47,Magdalena,47570,Pueblo Viejo
Región Centro Sur,86,Putumayo,86885,Villagarzón
Región Centro Oriente,25,Cundinamarca,25269,Facatativá
Región Caribe,23,Córdoba,23580,Puerto Libertador
Región Eje Cafetero - Antioquia,17,Caldas,17444,Marquetalia
Región Pacífico,52,Nariño,52051,Arboleda
Región Pacífico,76,Valle del Cauca,76109,Buenaventura
Región Caribe,47,Magdalena,47189,Ciénaga
Región Caribe,8,Atlántico,8560,Ponedera
