REGION,CÓDIGO DANE DEL DEPARTAMENTO,DEPARTAMENTO,CÓDIGO DANE DEL MUNICIPIO,MUNICIPIO
Región Eje Cafetero - Antioquia,5,Antioquia,5001,Medellín
Región Eje Cafetero - Antioquia,5,Antioquia,5002,Abejorral
Región Eje Cafetero - Antioquia,5,Antioquia,5004,Abriaquí
Región Eje Cafetero - Antioquia,5,Antioquia,5021,Alejandría
Región Eje Cafetero - Antioquia,5,Antioquia,5030,Amagá
Región Eje Cafetero - Antioquia,5,Antioquia,5031,Amalfi
Región Eje Cafetero - Antioquia,5,Antioquia,5034,Andes
Región Eje Cafetero - Antioquia,5,Antioquia,5036,Angelópolis
Región Eje Cafetero - Antioquia,5,Antioquia,5038,Angostura
Región Eje Cafetero - Antioquia,5,Antioquia,5040,Anorí
Región Centro Oriente,15,Boyacá,15832,Tununguá
Región Eje Cafetero - Antioquia,5,Antioquia,5044,Anza
Región Eje Cafetero - Antioquia,5,Antioquia,5045,Apartadó
Región Eje Cafetero - Antioquia,5,Antioquia,5051,Arboletes
Región Eje Cafetero - Antioquia,5,Antioquia,5055,Argelia
Región Eje Cafetero - Antioquia,5,Antioquia,5059,Armenia
Región Eje Cafetero - Antioquia,5,Antioquia,5079,Barbosa
Región Eje Cafetero - Antioquia,5,Antioquia,5088,Bello
Región Eje Cafetero - Antioquia,5,Antioquia,5091,Betania
Región Eje Cafetero - Antioquia,5,Antioquia,5093,Betulia
Región Eje Cafetero - Antioquia,5,Antioquia,5101,Ciudad Bolívar
Región Eje Cafetero - Antioquia,5,Antioquia,5107,Briceño
Región Eje Cafetero - Antioquia,5,Antioquia,5113,Buriticá
Región Eje Cafetero - Antioquia,5,Antioquia,5120,Cáceres
Región Eje Cafetero - Antioquia,5,Antioquia,5125,Caicedo
Región Eje Cafetero - Antioquia,5,Antioquia,5129,Caldas
Región Eje Cafetero - Antioquia,5,Antioquia,5134,Campamento
Región Eje Cafetero - Antioquia,5,Antioquia,5138,Cañasgordas
Región Eje Cafetero - Antioquia,5,Antioquia,5142,Caracolí
Región Eje Cafetero - Antioquia,5,Antioquia,5145,Caramanta
Región Eje Cafetero - Antioquia,5,Antioquia,5147,Carepa
Región Centro Oriente,15,Boyacá,15476,Motavita
Región Eje Cafetero - Antioquia,5,Antioquia,5150,Carolina
Región Eje Cafetero - Antioquia,5,Antioquia,5154,Caucasia
Región Eje Cafetero - Antioquia,5,Antioquia,5172,Chigorodó
Región Eje Cafetero - Antioquia,5,Antioquia,5190,Cisneros
Región Eje Cafetero - Antioquia,5,Antioquia,5197,Cocorná
Región Eje Cafetero - Antioquia,5,Antioquia,5206,Concepción
Región Eje Cafetero - Antioquia,5,Antioquia,5209,Concordia
Región Eje Cafetero - Antioquia,5,Antioquia,5212,Copacabana
Región Eje Cafetero - Antioquia,5,Antioquia,5234,Dabeiba
Región Eje Cafetero - Antioquia,5,Antioquia,5237,Don Matías
Región Eje Cafetero - Antioquia,5,Antioquia,5240,Ebéjico
Región Eje Cafetero - Antioquia,5,Antioquia,5250,El Bagre
Región Eje Cafetero - Antioquia,5,Antioquia,5264,Entrerrios
Región Eje Cafetero - Antioquia,5,Antioquia,5266,Envigado
Región Eje Cafetero - Antioquia,5,Antioquia,5282,Fredonia
Región Caribe,23,Córdoba,23675,San Bernardo del Viento
Región Eje Cafetero - Antioquia,5,Antioquia,5306,Giraldo
Región Eje Cafetero - Antioquia,5,Antioquia,5308,Girardota
Región Eje Cafetero - Antioquia,5,Antioquia,5310,Gómez Plata
Región Pacífico,27,Chocó,27361,Istmina
Región Eje Cafetero - Antioquia,5,Antioquia,5315,Guadalupe
Región Eje Cafetero - Antioquia,5,Antioquia,5318,Guarne
Región Eje Cafetero - Antioquia,5,Antioquia,5321,Guatapé
Región Eje Cafetero - Antioquia,5,Antioquia,5347,Heliconia
Región Eje Cafetero - Antioquia,5,Antioquia,5353,Hispania
Región Eje Cafetero - Antioquia,5,Antioquia,5360,Itagui
Región Eje Cafetero - Antioquia,5,Antioquia,5361,Ituango
Región Eje Cafetero - Antioquia,5,Antioquia,5086,Belmira
Región Eje Cafetero - Antioquia,5,Antioquia,5368,Jericó
Región Eje Cafetero - Antioquia,5,Antioquia,5376,La Ceja
Región Eje Cafetero - Antioquia,5,Antioquia,5380,La Estrella
Región Eje Cafetero - Antioquia,5,Antioquia,5390,La Pintada
Región Eje Cafetero - Antioquia,5,Antioquia,5400,La Unión
Región Eje Cafetero - Antioquia,5,Antioquia,5411,Liborina
Región Eje Cafetero - Antioquia,5,Antioquia,5425,Maceo
Región Eje Cafetero - Antioquia,5,Antioquia,5440,Marinilla
Región Eje Cafetero - Antioquia,5,Antioquia,5467,Montebello
Región Eje Cafetero - Antioquia,5,Antioquia,5475,Murindó
Región Eje Cafetero - Antioquia,5,Antioquia,5480,Mutatá
Región Eje Cafetero - Antioquia,5,Antioquia,5483,Nariño
Región Eje Cafetero - Antioquia,5,Antioquia,5490,Necoclí
Región Eje Cafetero - Antioquia,5,Antioquia,5495,Nechí
Región Eje Cafetero - Antioquia,5,Antioquia,5501,Olaya
Región Eje Cafetero - Antioquia,5,Antioquia,5541,Peñol
Región Eje Cafetero - Antioquia,5,Antioquia,5543,Peque
Región Eje Cafetero - Antioquia,5,Antioquia,5576,Pueblorrico
Región Eje Cafetero - Antioquia,5,Antioquia,5579,Puerto Berrío
Región Eje Cafetero - Antioquia,5,Antioquia,5585,Puerto Nare
Región Eje Cafetero - Antioquia,5,Antioquia,5591,Puerto Triunfo
Región Eje Cafetero - Antioquia,5,Antioquia,5604,Remedios
Región Eje Cafetero - Antioquia,5,Antioquia,5607,Retiro
Región Eje Cafetero - Antioquia,5,Antioquia,5615,Rionegro
Región Eje Cafetero - Antioquia,5,Antioquia,5628,Sabanalarga
Región Eje Cafetero - Antioquia,5,Antioquia,5631,Sabaneta
Región Eje Cafetero - Antioquia,5,Antioquia,5642,Salgar
Región Centro Oriente,15,Boyacá,15189,Ciénega
Región Pacífico,52,Nariño,52699,Santacruz
Región Eje Cafetero - Antioquia,5,Antioquia,5652,San Francisco
Región Eje Cafetero - Antioquia,5,Antioquia,5656,San Jerónimo
Región Centro Oriente,68,Santander,68575,Puerto Wilches
Región Centro Oriente,68,Santander,68573,Puerto Parra
Región Eje Cafetero - Antioquia,5,Antioquia,5660,San Luis
Región Eje Cafetero - Antioquia,5,Antioquia,5664,San Pedro
Región Eje Cafetero - Antioquia,5,Antioquia,5667,San Rafael
Región Eje Cafetero - Antioquia,5,Antioquia,5670,San Roque
Región Eje Cafetero - Antioquia,5,Antioquia,5674,San Vicente
Región Eje Cafetero - Antioquia,5,Antioquia,5679,Santa Bárbara
Región Eje Cafetero - Antioquia,5,Antioquia,5690,Santo Domingo
Región Eje Cafetero - Antioquia,5,Antioquia,5697,El Santuario
Región Eje Cafetero - Antioquia,5,Antioquia,5736,Segovia
Región Eje Cafetero - Antioquia,5,Antioquia,5761,Sopetrán
Región Eje Cafetero - Antioquia,5,Antioquia,5789,Támesis
Región Eje Cafetero - Antioquia,5,Antioquia,5790,Tarazá
Región Eje Cafetero - Antioquia,5,Antioquia,5792,Tarso
Región Eje Cafetero - Antioquia,5,Antioquia,5809,Titiribí
Región Eje Cafetero - Antioquia,5,Antioquia,5819,Toledo
Región Eje Cafetero - Antioquia,5,Antioquia,5837,Turbo
Región Eje Cafetero - Antioquia,5,Antioquia,5842,Uramita
Región Eje Cafetero - Antioquia,5,Antioquia,5847,Urrao
Región Eje Cafetero - Antioquia,5,Antioquia,5854,Valdivia
Región Eje Cafetero - Antioquia,5,Antioquia,5856,Valparaíso
Región Eje Cafetero - Antioquia,5,Antioquia,5858,Vegachí
Región Eje Cafetero - Antioquia,5,Antioquia,5861,Venecia
Región Eje Cafetero - Antioquia,5,Antioquia,5885,Yalí
Región Eje Cafetero - Antioquia,5,Antioquia,5887,Yarumal
Región Eje Cafetero - Antioquia,5,Antioquia,5890,Yolombó
Región Eje Cafetero - Antioquia,5,Antioquia,5893,Yondó
Región Eje Cafetero - Antioquia,5,Antioquia,5895,Zaragoza
Región Caribe,8,Atlántico,8001,Barranquilla
Región Caribe,8,Atlántico,8078,Baranoa
Región Caribe,8,Atlántico,8141,Candelaria
Región Caribe,8,Atlántico,8296,Galapa
Región Caribe,8,Atlántico,8421,Luruaco
Región Caribe,8,Atlántico,8433,Malambo
Región Caribe,8,Atlántico,8436,Manatí
Región Caribe,8,Atlántico,8549,Piojó
Región Caribe,8,Atlántico,8558,Polonuevo
Región Caribe,8,Atlántico,8634,Sabanagrande
Región Caribe,8,Atlántico,8638,Sabanalarga
Región Caribe,8,Atlántico,8675,Santa Lucía
Región Caribe,8,Atlántico,8685,Santo Tomás
Región Caribe,8,Atlántico,8758,Soledad
Región Caribe,8,Atlántico,8770,Suan
Región Caribe,8,Atlántico,8832,Tubará
Región Caribe,8,Atlántico,8849,Usiacurí
Región Caribe,13,Bolívar,13006,Achí
Región Caribe,13,Bolívar,13042,Arenal
Región Caribe,13,Bolívar,13052,Arjona
Región Caribe,13,Bolívar,13062,Arroyohondo
Región Caribe,13,Bolívar,13140,Calamar
Región Caribe,13,Bolívar,13160,Cantagallo
Región Caribe,13,Bolívar,13188,Cicuco
Región Caribe,13,Bolívar,13212,Córdoba
Región Caribe,13,Bolívar,13222,Clemencia
Región Caribe,13,Bolívar,13248,El Guamo
Región Caribe,13,Bolívar,13430,Magangué
Región Caribe,13,Bolívar,13433,Mahates
Región Caribe,13,Bolívar,13440,Margarita
Región Caribe,13,Bolívar,13458,Montecristo
Región Caribe,13,Bolívar,13468,Mompós
Región Caribe,13,Bolívar,13473,Morales
Región Caribe,13,Bolívar,13490,Norosí
Región Caribe,13,Bolívar,13549,Pinillos
Región Caribe,13,Bolívar,13580,Regidor
Región Caribe,13,Bolívar,13600,Río Viejo
Región Caribe,13,Bolívar,13647,San Estanislao
Región Caribe,13,Bolívar,13650,San Fernando
Región Caribe,13,Bolívar,13657,San Juan Nepomuceno
Región Caribe,13,Bolívar,13673,Santa Catalina
Región Caribe,13,Bolívar,13683,Santa Rosa
Región Caribe,13,Bolívar,13744,Simití
Región Caribe,13,Bolívar,13760,Soplaviento
Región Caribe,13,Bolívar,13780,Talaigua Nuevo
Región Caribe,13,Bolívar,13810,Tiquisio
Región Caribe,13,Bolívar,13836,Turbaco
Región Caribe,13,Bolívar,13838,Turbaná
Región Caribe,13,Bolívar,13873,Villanueva
Región Centro Oriente,15,Boyacá,15001,Tunja
Región Centro Oriente,15,Boyacá,15022,Almeida
Región Centro Oriente,15,Boyacá,15047,Aquitania
Región Centro Oriente,15,Boyacá,15051,Arcabuco
Región Centro Oriente,15,Boyacá,15090,Berbeo
Región Centro Oriente,15,Boyacá,15092,Betéitiva
Región Centro Oriente,15,Boyacá,15097,Boavita
Región Centro Oriente,15,Boyacá,15104,Boyacá
Región Centro Oriente,15,Boyacá,15106,Briceño
Región Centro Oriente,15,Boyacá,15109,Buena Vista
Región Centro Oriente,15,Boyacá,15114,Busbanzá
Región Centro Oriente,15,Boyacá,15131,Caldas
Región Centro Oriente,15,Boyacá,15135,Campohermoso
Región Centro Oriente,15,Boyacá,15162,Cerinza
Región Centro Oriente,15,Boyacá,15172,Chinavita
Región Centro Oriente,15,Boyacá,15176,Chiquinquirá
Región Centro Oriente,15,Boyacá,15180,Chiscas
Región Centro Oriente,15,Boyacá,15183,Chita
Región Centro Oriente,15,Boyacá,15185,Chitaraque
Región Centro Oriente,15,Boyacá,15187,Chivatá
Región Centro Oriente,15,Boyacá,15204,Cómbita
Región Centro Oriente,15,Boyacá,15212,Coper
Región Centro Oriente,15,Boyacá,15215,Corrales
Región Centro Oriente,15,Boyacá,15218,Covarachía
Región Centro Oriente,15,Boyacá,15223,Cubará
Región Centro Oriente,15,Boyacá,15224,Cucaita
Región Centro Oriente,15,Boyacá,15226,Cuítiva
Región Centro Oriente,15,Boyacá,15232,Chíquiza
Región Centro Oriente,15,Boyacá,15236,Chivor
Región Centro Oriente,15,Boyacá,15238,Duitama
Región Centro Oriente,15,Boyacá,15244,El Cocuy
Región Centro Oriente,15,Boyacá,15248,El Espino
Región Centro Oriente,15,Boyacá,15272,Firavitoba
Región Centro Oriente,15,Boyacá,15276,Floresta
Región Centro Oriente,15,Boyacá,15293,Gachantivá
Región Centro Oriente,15,Boyacá,15296,Gameza
Región Centro Oriente,15,Boyacá,15299,Garagoa
Región Centro Oriente,15,Boyacá,15317,Guacamayas
Región Centro Oriente,15,Boyacá,15322,Guateque
Región Centro Oriente,15,Boyacá,15325,Guayatá
Región Centro Oriente,15,Boyacá,15332,Güicán
Región Centro Oriente,15,Boyacá,15362,Iza
Región Centro Oriente,15,Boyacá,15367,Jenesano
Región Centro Oriente,15,Boyacá,15368,Jericó
Región Centro Oriente,15,Boyacá,15377,Labranzagrande
Región Centro Oriente,15,Boyacá,15380,La Capilla
Región Centro Oriente,15,Boyacá,15401,La Victoria
Región Centro Oriente,15,Boyacá,15425,Macanal
Región Centro Oriente,15,Boyacá,15442,Maripí
Región Centro Oriente,15,Boyacá,15455,Miraflores
Región Centro Oriente,15,Boyacá,15464,Mongua
Región Centro Oriente,15,Boyacá,15466,Monguí
Región Centro Oriente,15,Boyacá,15469,Moniquirá
Región Centro Oriente,15,Boyacá,15480,Muzo
Región Centro Oriente,15,Boyacá,15491,Nobsa
Región Centro Oriente,15,Boyacá,15494,Nuevo Colón
Región Centro Oriente,15,Boyacá,15500,Oicatá
Región Centro Oriente,15,Boyacá,15507,Otanche
Región Centro Oriente,15,Boyacá,15511,Pachavita
Región Centro Oriente,15,Boyacá,15514,Páez
Región Centro Oriente,15,Boyacá,15516,Paipa
Región Centro Oriente,15,Boyacá,15518,Pajarito
Región Centro Oriente,15,Boyacá,15522,Panqueba
Región Centro Oriente,15,Boyacá,15531,Pauna
Región Centro Oriente,15,Boyacá,15533,Paya
Región Centro Oriente,15,Boyacá,15542,Pesca
Región Centro Oriente,15,Boyacá,15550,Pisba
Región Centro Oriente,15,Boyacá,15572,Puerto Boyacá
Región Centro Oriente,15,Boyacá,15580,Quípama
Región Centro Oriente,15,Boyacá,15599,Ramiriquí
Región Centro Oriente,15,Boyacá,15600,Ráquira
Región Centro Oriente,15,Boyacá,15621,Rondón
Región Centro Oriente,15,Boyacá,15632,Saboyá
Región Centro Oriente,15,Boyacá,15638,Sáchica
Región Centro Oriente,15,Boyacá,15646,Samacá
Región Centro Oriente,15,Boyacá,15660,San Eduardo
Región Centro Oriente,15,Boyacá,15673,San Mateo
Región Centro Oriente,15,Boyacá,15686,Santana
Región Centro Oriente,15,Boyacá,15690,Santa María
Región Centro Oriente,15,Boyacá,15696,Santa Sofía
Región Centro Oriente,15,Boyacá,15720,Sativanorte
Región Centro Oriente,15,Boyacá,15723,Sativasur
Región Centro Oriente,15,Boyacá,15740,Siachoque
Región Centro Oriente,15,Boyacá,15753,Soatá
Región Centro Oriente,15,Boyacá,15755,Socotá
Región Centro Oriente,15,Boyacá,15757,Socha
Región Centro Oriente,15,Boyacá,15759,Sogamoso
Región Centro Oriente,15,Boyacá,15761,Somondoco
Región Centro Oriente,15,Boyacá,15762,Sora
Región Centro Oriente,15,Boyacá,15763,Sotaquirá
Región Centro Oriente,15,Boyacá,15764,Soracá
Región Centro Oriente,15,Boyacá,15774,Susacón
Región Centro Oriente,15,Boyacá,15776,Sutamarchán
Región Centro Oriente,15,Boyacá,15778,Sutatenza
Región Centro Oriente,15,Boyacá,15790,Tasco
Región Centro Oriente,15,Boyacá,15798,Tenza
Región Centro Oriente,15,Boyacá,15804,Tibaná
Región Centro Oriente,15,Boyacá,15808,Tinjacá
Región Centro Oriente,15,Boyacá,15810,Tipacoque
Región Centro Oriente,15,Boyacá,15814,Toca
Región Centro Oriente,15,Boyacá,15820,Tópaga
Región Centro Oriente,15,Boyacá,15822,Tota
Región Centro Oriente,15,Boyacá,15835,Turmequé
Región Centro Oriente,15,Boyacá,15839,Tutazá
Región Centro Oriente,15,Boyacá,15842,Umbita
Región Centro Oriente,15,Boyacá,15861,Ventaquemada
Región Centro Oriente,15,Boyacá,15879,Viracachá
Región Centro Oriente,15,Boyacá,15897,Zetaquira
Región Eje Cafetero - Antioquia,17,Caldas,17001,Manizales
Región Eje Cafetero - Antioquia,17,Caldas,17013,Aguadas
Región Eje Cafetero - Antioquia,17,Caldas,17042,Anserma
Región Eje Cafetero - Antioquia,17,Caldas,17050,Aranzazu
Región Eje Cafetero - Antioquia,17,Caldas,17088,Belalcázar
Región Eje Cafetero - Antioquia,17,Caldas,17174,Chinchiná
Región Eje Cafetero - Antioquia,17,Caldas,17272,Filadelfia
Región Eje Cafetero - Antioquia,17,Caldas,17380,La Dorada
Región Eje Cafetero - Antioquia,17,Caldas,17388,La Merced
Región Eje Cafetero - Antioquia,17,Caldas,17433,Manzanares
Región Eje Cafetero - Antioquia,17,Caldas,17442,Marmato
Región Eje Cafetero - Antioquia,17,Caldas,17446,Marulanda
Región Eje Cafetero - Antioquia,17,Caldas,17486,Neira
Región Eje Cafetero - Antioquia,17,Caldas,17495,Norcasia
Región Eje Cafetero - Antioquia,17,Caldas,17513,Pácora
Región Eje Cafetero - Antioquia,17,Caldas,17524,Palestina
Región Eje Cafetero - Antioquia,17,Caldas,17541,Pensilvania
Región Eje Cafetero - Antioquia,17,Caldas,17614,Riosucio
Región Eje Cafetero - Antioquia,17,Caldas,17616,Risaralda
Región Eje Cafetero - Antioquia,17,Caldas,17653,Salamina
Región Eje Cafetero - Antioquia,17,Caldas,17662,Samaná
Región Eje Cafetero - Antioquia,17,Caldas,17665,San José
Región Eje Cafetero - Antioquia,17,Caldas,17777,Supía
Región Eje Cafetero - Antioquia,17,Caldas,17867,Victoria
Región Eje Cafetero - Antioquia,17,Caldas,17873,Villamaría
Región Eje Cafetero - Antioquia,17,Caldas,17877,Viterbo
Región Centro Sur,18,Caquetá,18001,Florencia
Región Centro Sur,18,Caquetá,18029,Albania
Región Centro Sur,18,Caquetá,18205,Curillo
Región Centro Sur,18,Caquetá,18247,El Doncello
Región Centro Sur,18,Caquetá,18256,El Paujil
Región Centro Sur,18,Caquetá,18479,Morelia
Región Centro Sur,18,Caquetá,18592,Puerto Rico
Región Centro Sur,18,Caquetá,18756,Solano
Región Centro Sur,18,Caquetá,18785,Solita
Región Centro Sur,18,Caquetá,18860,Valparaíso
Región Pacífico,19,Cauca,19001,Popayán
Región Pacífico,19,Cauca,19022,Almaguer
Región Pacífico,19,Cauca,19050,Argelia
Región Pacífico,19,Cauca,19075,Balboa
Región Pacífico,19,Cauca,19100,Bolívar
Región Pacífico,19,Cauca,19110,Buenos Aires
Región Pacífico,19,Cauca,19130,Cajibío
Región Pacífico,19,Cauca,19137,Caldono
Región Pacífico,19,Cauca,19142,Caloto
Región Pacífico,19,Cauca,19212,Corinto
Región Pacífico,19,Cauca,19256,El Tambo
Región Pacífico,19,Cauca,19290,Florencia
Región Pacífico,19,Cauca,19300,Guachené
Región Pacífico,19,Cauca,19318,Guapi
Región Pacífico,19,Cauca,19355,Inzá
Región Pacífico,19,Cauca,19364,Jambaló
Región Pacífico,19,Cauca,19392,La Sierra
Región Pacífico,19,Cauca,19397,La Vega
Región Pacífico,19,Cauca,19418,López
Región Pacífico,19,Cauca,19450,Mercaderes
Región Pacífico,19,Cauca,19455,Miranda
Región Pacífico,19,Cauca,19473,Morales
Región Pacífico,19,Cauca,19513,Padilla
Región Pacífico,19,Cauca,19532,Patía
Región Pacífico,19,Cauca,19533,Piamonte
Región Pacífico,19,Cauca,19548,Piendamó
Región Pacífico,19,Cauca,19573,Puerto Tejada
Región Pacífico,19,Cauca,19585,Puracé
Región Pacífico,19,Cauca,19622,Rosas
Región Pacífico,19,Cauca,19701,Santa Rosa
Región Pacífico,19,Cauca,19743,Silvia
Región Pacífico,19,Cauca,19760,Sotara
Región Pacífico,19,Cauca,19780,Suárez
Región Pacífico,19,Cauca,19785,Sucre
Región Pacífico,19,Cauca,19807,Timbío
Región Pacífico,19,Cauca,19809,Timbiquí
Región Pacífico,19,Cauca,19821,Toribio
Región Pacífico,19,Cauca,19824,Totoró
Región Pacífico,19,Cauca,19845,Villa Rica
Región Caribe,20,Cesar,20001,Valledupar
Región Caribe,20,Cesar,20011,Aguachica
Región Caribe,20,Cesar,20013,Agustín Codazzi
Región Caribe,20,Cesar,20032,Astrea
Región Caribe,20,Cesar,20045,Becerril
Región Caribe,20,Cesar,20060,Bosconia
Región Caribe,20,Cesar,20175,Chimichagua
Región Caribe,20,Cesar,20178,Chiriguaná
Región Caribe,20,Cesar,20228,Curumaní
Región Caribe,20,Cesar,20238,El Copey
Región Caribe,20,Cesar,20250,El Paso
Región Caribe,20,Cesar,20295,Gamarra
Región Caribe,20,Cesar,20310,González
Región Caribe,20,Cesar,20383,La Gloria
Región Caribe,20,Cesar,20443,Manaure
Región Caribe,20,Cesar,20517,Pailitas
Región Caribe,20,Cesar,20550,Pelaya
Región Caribe,20,Cesar,20570,Pueblo Bello
Región Caribe,20,Cesar,20621,La Paz
Región Caribe,20,Cesar,20710,San Alberto
Región Caribe,20,Cesar,20750,San Diego
Región Caribe,20,Cesar,20770,San Martín
Región Caribe,20,Cesar,20787,Tamalameque
Región Caribe,23,Córdoba,23001,Montería
Región Caribe,23,Córdoba,23068,Ayapel
Región Caribe,23,Córdoba,23079,Buenavista
Región Caribe,23,Córdoba,23090,Canalete
Región Caribe,23,Córdoba,23162,Cereté
Región Caribe,23,Córdoba,23168,Chimá
Región Caribe,23,Córdoba,23182,Chinú
Región Caribe,23,Córdoba,23300,Cotorra
Región Caribe,23,Córdoba,23417,Lorica
Región Caribe,23,Córdoba,23419,Los Córdobas
Región Caribe,23,Córdoba,23464,Momil
Región Caribe,23,Córdoba,23500,Moñitos
Región Caribe,23,Córdoba,23555,Planeta Rica
Región Caribe,23,Córdoba,23570,Pueblo Nuevo
Región Caribe,23,Córdoba,23574,Puerto Escondido
Región Caribe,23,Córdoba,23586,Purísima
Región Caribe,23,Córdoba,23660,Sahagún
Región Caribe,23,Córdoba,23670,San Andrés Sotavento
Región Caribe,23,Córdoba,23672,San Antero
Región Caribe,23,Córdoba,23686,San Pelayo
Región Caribe,23,Córdoba,23807,Tierralta
Región Caribe,23,Córdoba,23815,Tuchín
Región Caribe,23,Córdoba,23855,Valencia
Región Centro Oriente,25,Cundinamarca,25035,Anapoima
Región Centro Oriente,25,Cundinamarca,25053,Arbeláez
Región Centro Oriente,25,Cundinamarca,25086,Beltrán
Región Centro Oriente,25,Cundinamarca,25095,Bituima
Región Centro Oriente,25,Cundinamarca,25099,Bojacá
Región Centro Oriente,25,Cundinamarca,25120,Cabrera
Región Centro Oriente,25,Cundinamarca,25123,Cachipay
Región Centro Oriente,25,Cundinamarca,25126,Cajicá
Región Centro Oriente,25,Cundinamarca,25148,Caparrapí
Región Centro Oriente,25,Cundinamarca,25151,Caqueza
Región Centro Oriente,25,Cundinamarca,25168,Chaguaní
Región Centro Oriente,25,Cundinamarca,25178,Chipaque
Región Centro Oriente,25,Cundinamarca,25181,Choachí
Región Centro Oriente,25,Cundinamarca,25183,Chocontá
Región Centro Oriente,25,Cundinamarca,25200,Cogua
Región Centro Oriente,25,Cundinamarca,25214,Cota
Región Centro Oriente,25,Cundinamarca,25224,Cucunubá
Región Centro Oriente,25,Cundinamarca,25245,El Colegio
Región Centro Oriente,25,Cundinamarca,25260,El Rosal
Región Centro Oriente,25,Cundinamarca,25279,Fomeque
Región Centro Oriente,25,Cundinamarca,25281,Fosca
Región Centro Oriente,25,Cundinamarca,25286,Funza
Región Centro Oriente,25,Cundinamarca,25288,Fúquene
Región Centro Oriente,25,Cundinamarca,25293,Gachala
Región Centro Oriente,25,Cundinamarca,25295,Gachancipá
Región Centro Oriente,25,Cundinamarca,25297,Gachetá
Región Centro Oriente,25,Cundinamarca,25307,Girardot
Región Centro Oriente,25,Cundinamarca,25312,Granada
Región Centro Oriente,25,Cundinamarca,25317,Guachetá
Región Centro Oriente,25,Cundinamarca,25320,Guaduas
Región Centro Oriente,25,Cundinamarca,25322,Guasca
Región Centro Oriente,25,Cundinamarca,25324,Guataquí
Región Centro Oriente,25,Cundinamarca,25326,Guatavita
Región Centro Oriente,25,Cundinamarca,25335,Guayabetal
Región Centro Oriente,25,Cundinamarca,25339,Gutiérrez
Región Centro Oriente,25,Cundinamarca,25368,Jerusalén
Región Centro Oriente,25,Cundinamarca,25372,Junín
Región Centro Oriente,25,Cundinamarca,25377,La Calera
Región Centro Oriente,25,Cundinamarca,25386,La Mesa
Región Centro Oriente,25,Cundinamarca,25394,La Palma
Región Centro Oriente,25,Cundinamarca,25398,La Peña
Región Centro Oriente,25,Cundinamarca,25402,La Vega
Región Centro Oriente,25,Cundinamarca,25407,Lenguazaque
Región Centro Oriente,25,Cundinamarca,25426,Macheta
Región Centro Oriente,25,Cundinamarca,25430,Madrid
Región Centro Oriente,25,Cundinamarca,25436,Manta
Región Centro Oriente,25,Cundinamarca,25438,Medina
Región Centro Oriente,25,Cundinamarca,25473,Mosquera
Región Centro Oriente,25,Cundinamarca,25483,Nariño
Región Centro Oriente,25,Cundinamarca,25486,Nemocón
Región Centro Oriente,25,Cundinamarca,25488,Nilo
Región Centro Oriente,25,Cundinamarca,25489,Nimaima
